seq,mean,cvar05,cvar25,distorted_ordered,prob_catastrophic,prob_degraded,feasible,losses_json,probs_json
sample_r1|check_r1|check_r1,820.0,1000.0,1000.0,754.1127537842088,1.0,0.5,False,"[640.0, 1000.0, 640.0, 1000.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r1|check_r2,820.0,1000.0,1000.0,754.1127537842088,1.0,0.5,False,"[640.0, 1000.0, 640.0, 1000.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r1|sample_r1,780.0,1105.0,1105.0,661.0369165548215,1.0,0.5,False,"[455.0, 1105.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r1|sample_r2,762.5,1105.0,1105.0,662.393491748506,1.0,0.25,False,"[745.0, 745.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r1|move,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[545.0, 905.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r2|check_r1,820.0,1000.0,1000.0,754.1127537842088,1.0,0.5,False,"[640.0, 1000.0, 640.0, 1000.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r2|check_r2,820.0,1000.0,1000.0,754.1127537842088,1.0,0.5,False,"[640.0, 1000.0, 640.0, 1000.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r2|sample_r1,780.0,1105.0,1105.0,661.0369165548215,1.0,0.5,False,"[455.0, 1105.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r2|sample_r2,762.5,1105.0,1105.0,662.393491748506,1.0,0.25,False,"[745.0, 745.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|check_r2|move,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[545.0, 905.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r1|check_r1,780.0,1105.0,1105.0,661.0369165548215,1.0,0.5,False,"[455.0, 1105.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r1|check_r2,780.0,1105.0,1105.0,661.0369165548215,1.0,0.5,False,"[455.0, 1105.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r1|sample_r1,785.0,1210.0,1210.0,629.4328908793821,1.0,0.5,False,"[360.0, 1210.0, 360.0, 1210.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r1|sample_r2,745.0,1210.0,1210.0,611.3041391382751,1.0,0.25,False,"[560.0, 850.0, 360.0, 1210.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r1|move,730.0,1010.0,1010.0,627.5087281087692,1.0,0.5,False,"[450.0, 1010.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r2|check_r1,762.5,1105.0,1105.0,662.393491748506,1.0,0.25,False,"[745.0, 745.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r2|check_r2,762.5,1105.0,1105.0,662.393491748506,1.0,0.25,False,"[745.0, 745.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r2|sample_r1,745.0,1210.0,1210.0,611.3041391382751,1.0,0.25,False,"[560.0, 850.0, 360.0, 1210.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r2|sample_r2,745.0,1210.0,1210.0,611.3041391382751,1.0,0.25,False,"[850.0, 560.0, 360.0, 1210.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|sample_r2|move,690.0,1010.0,1010.0,609.3799763676623,1.0,0.25,False,"[650.0, 650.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|move|check_r1,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[545.0, 905.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|move|check_r2,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[545.0, 905.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|move|sample_r1,730.0,1010.0,1010.0,627.5087281087692,1.0,0.5,False,"[450.0, 1010.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|move|sample_r2,690.0,1010.0,1010.0,609.3799763676623,1.0,0.25,False,"[650.0, 650.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r1|move|move,720.0,900.0,900.0,654.1127537842087,1.0,0.5,False,"[540.0, 900.0, 540.0, 900.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r1|check_r1,820.0,1000.0,1000.0,754.1127537842088,1.0,0.5,False,"[1000.0, 640.0, 640.0, 1000.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r1|check_r2,820.0,1000.0,1000.0,754.1127537842088,1.0,0.5,False,"[1000.0, 640.0, 640.0, 1000.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r1|sample_r1,762.5,1105.0,1105.0,662.393491748506,1.0,0.25,False,"[745.0, 745.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r1|sample_r2,780.0,1105.0,1105.0,661.0369165548215,1.0,0.5,False,"[1105.0, 455.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r1|move,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[905.0, 545.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r2|check_r1,820.0,1000.0,1000.0,754.1127537842088,1.0,0.5,False,"[1000.0, 640.0, 640.0, 1000.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r2|check_r2,820.0,1000.0,1000.0,754.1127537842088,1.0,0.5,False,"[1000.0, 640.0, 640.0, 1000.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r2|sample_r1,762.5,1105.0,1105.0,662.393491748506,1.0,0.25,False,"[745.0, 745.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r2|sample_r2,780.0,1105.0,1105.0,661.0369165548215,1.0,0.5,False,"[1105.0, 455.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|check_r2|move,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[905.0, 545.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r1|check_r1,762.5,1105.0,1105.0,662.393491748506,1.0,0.25,False,"[745.0, 745.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r1|check_r2,762.5,1105.0,1105.0,662.393491748506,1.0,0.25,False,"[745.0, 745.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r1|sample_r1,745.0,1210.0,1210.0,611.3041391382751,1.0,0.25,False,"[560.0, 850.0, 360.0, 1210.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r1|sample_r2,745.0,1210.0,1210.0,611.3041391382751,1.0,0.25,False,"[850.0, 560.0, 360.0, 1210.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r1|move,690.0,1010.0,1010.0,609.3799763676623,1.0,0.25,False,"[650.0, 650.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r2|check_r1,780.0,1105.0,1105.0,661.0369165548215,1.0,0.5,False,"[1105.0, 455.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r2|check_r2,780.0,1105.0,1105.0,661.0369165548215,1.0,0.5,False,"[1105.0, 455.0, 455.0, 1105.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r2|sample_r1,745.0,1210.0,1210.0,611.3041391382751,1.0,0.25,False,"[850.0, 560.0, 360.0, 1210.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r2|sample_r2,785.0,1210.0,1210.0,629.4328908793821,1.0,0.5,False,"[1210.0, 360.0, 360.0, 1210.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|sample_r2|move,730.0,1010.0,1010.0,627.5087281087692,1.0,0.5,False,"[1010.0, 450.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|move|check_r1,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[905.0, 545.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|move|check_r2,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[905.0, 545.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|move|sample_r1,690.0,1010.0,1010.0,609.3799763676623,1.0,0.25,False,"[650.0, 650.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|move|sample_r2,730.0,1010.0,1010.0,627.5087281087692,1.0,0.5,False,"[1010.0, 450.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
sample_r2|move|move,720.0,900.0,900.0,654.1127537842087,1.0,0.5,False,"[900.0, 540.0, 540.0, 900.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r1|check_r1,800.0,800.0,800.0,800.0,1.0,1.0,False,"[800.0, 800.0, 800.0, 800.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r1|check_r2,800.0,800.0,800.0,800.0,1.0,1.0,False,"[800.0, 800.0, 800.0, 800.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r1|sample_r1,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[545.0, 905.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r1|sample_r2,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[905.0, 545.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r1|move,795.0,795.0,795.0,795.0,1.0,1.0,False,"[795.0, 795.0, 795.0, 795.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1,800.0,800.0,800.0,800.0,1.0,1.0,False,"[800.0, 800.0, 800.0, 800.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2,800.0,800.0,800.0,800.0,1.0,1.0,False,"[800.0, 800.0, 800.0, 800.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[545.0, 905.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[905.0, 545.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move,795.0,795.0,795.0,795.0,1.0,1.0,False,"[795.0, 795.0, 795.0, 795.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[545.0, 905.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r2,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[545.0, 905.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|sample_r1,730.0,1010.0,1010.0,627.5087281087692,1.0,0.5,False,"[450.0, 1010.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|sample_r2,690.0,1010.0,1010.0,609.3799763676623,1.0,0.25,False,"[650.0, 650.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|move,720.0,900.0,900.0,654.1127537842087,1.0,0.5,False,"[540.0, 900.0, 540.0, 900.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r2|check_r1,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[905.0, 545.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r2|check_r2,725.0,905.0,905.0,659.1127537842088,1.0,0.5,False,"[905.0, 545.0, 545.0, 905.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r2|sample_r1,690.0,1010.0,1010.0,609.3799763676623,1.0,0.25,False,"[650.0, 650.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r2|sample_r2,730.0,1010.0,1010.0,627.5087281087692,1.0,0.5,False,"[1010.0, 450.0, 450.0, 1010.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r2|move,720.0,900.0,900.0,654.1127537842087,1.0,0.5,False,"[900.0, 540.0, 540.0, 900.0]","[0.25, 0.25, 0.25, 0.25]"
move|move|check_r1,795.0,795.0,795.0,795.0,1.0,1.0,False,"[795.0, 795.0, 795.0, 795.0]","[0.25, 0.25, 0.25, 0.25]"
move|move|check_r2,795.0,795.0,795.0,795.0,1.0,1.0,False,"[795.0, 795.0, 795.0, 795.0]","[0.25, 0.25, 0.25, 0.25]"
move|move|sample_r1,720.0,900.0,900.0,654.1127537842087,1.0,0.5,False,"[540.0, 900.0, 540.0, 900.0]","[0.25, 0.25, 0.25, 0.25]"
move|move|sample_r2,720.0,900.0,900.0,654.1127537842087,1.0,0.5,False,"[900.0, 540.0, 540.0, 900.0]","[0.25, 0.25, 0.25, 0.25]"
move|move|move,790.0,790.0,790.0,790.0,1.0,1.0,False,"[790.0, 790.0, 790.0, 790.0]","[0.25, 0.25, 0.25, 0.25]"
